RECDATETIME,SPECDESCSCI
2018-04-08 03:41:53,Pipistrellus nathusii
2018-04-08 03:41:57,Pipistrellus nathusii
2018-04-08 03:42:00,Pipistrellus nathusii
2018-04-08 03:42:21,Pipistrellus nathusii
2018-04-08 03:43:06,Pipistrellus nathusii
2018-04-08 03:44:38,Pipistrellus nathusii
2018-04-08 03:53:03,Pipistrellus nathusii
2018-04-08 03:53:12,Pipistrellus nathusii
2018-04-08 03:53:15,Pipistrellus nathusii
2018-04-08 03:53:33,Pipistrellus nathusii
2018-04-08 03:53:58,Pipistrellus nathusii
2018-04-08 04:00:31,Pipistrellus nathusii
2018-04-08 04:00:35,Pipistrellus nathusii
2018-04-08 04:00:51,Pipistrellus nathusii
2018-04-08 04:00:57,Pipistrellus nathusii
2018-04-08 04:01:00,Pipistrellus nathusii
2018-04-08 04:01:07,Pipistrellus nathusii
2018-04-08 04:01:12,Pipistrellus nathusii
2018-04-08 04:01:14,Pipistrellus nathusii
2018-04-08 04:01:20,Pipistrellus nathusii
2018-04-08 04:01:22,Pipistrellus nathusii
2018-04-08 04:01:25,Pipistrellus nathusii
2018-04-08 04:01:29,Pipistrellus nathusii
2018-04-08 04:01:42,Pipistrellus nathusii
2018-04-08 04:01:52,Pipistrellus nathusii
2018-04-08 04:01:56,Pipistrellus nathusii
2018-04-08 04:02:04,Pipistrellus nathusii
2018-04-08 04:02:07,Pipistrellus nathusii
2018-04-08 04:02:15,Pipistrellus nathusii
2018-04-08 04:02:19,Pipistrellus nathusii
2018-04-08 04:02:38,Pipistrellus nathusii
2018-04-08 04:02:52,Pipistrellus nathusii
2018-04-08 04:02:54,Pipistrellus nathusii
2018-04-08 04:03:01,Pipistrellus nathusii
2018-04-08 04:03:07,Pipistrellus nathusii
2018-04-08 04:03:10,Pipistrellus nathusii
2018-04-08 04:03:12,Pipistrellus nathusii
2018-04-08 04:04:07,Pipistrellus nathusii
2018-04-08 04:04:11,Pipistrellus nathusii
2018-04-08 04:04:14,Pipistrellus nathusii
2018-04-08 04:04:51,Pipistrellus nathusii
2018-04-08 04:05:35,Pipistrellus nathusii
2018-04-08 04:05:46,Pipistrellus nathusii
2018-04-08 04:05:50,Pipistrellus nathusii
2018-04-08 04:06:02,Pipistrellus nathusii
2018-04-08 04:06:04,Pipistrellus nathusii
2018-04-08 04:06:07,Pipistrellus nathusii
2018-04-08 04:06:11,Pipistrellus nathusii
2018-04-08 04:06:19,Pipistrellus nathusii
2018-04-08 04:06:22,Pipistrellus nathusii
2018-04-08 04:07:20,Pipistrellus nathusii
2018-04-08 04:07:24,Pipistrellus nathusii
2018-04-08 04:07:37,Pipistrellus nathusii
2018-04-08 04:08:13,Pipistrellus nathusii
2018-04-08 04:08:28,Pipistrellus nathusii
2018-04-08 04:08:57,Pipistrellus nathusii
2018-04-08 04:09:01,Pipistrellus nathusii
2018-04-08 04:09:07,Pipistrellus nathusii
2018-04-08 19:23:44,Pipistrellus nathusii
2018-04-08 19:25:54,Pipistrellus nathusii
2018-04-08 19:26:24,Pipistrellus nathusii
2018-04-08 19:27:51,Pipistrellus nathusii
2018-04-08 19:29:22,Pipistrellus nathusii
2018-04-08 19:29:35,Pipistrellus nathusii
2018-04-08 19:29:52,Pipistrellus nathusii
2018-04-08 19:30:26,Pipistrellus nathusii
2018-04-08 19:30:40,Pipistrellus nathusii
2018-04-08 19:30:47,Pipistrellus nathusii
2018-04-08 19:32:12,Pipistrellus nathusii
2018-04-08 19:33:03,Pipistrellus nathusii
2018-04-08 19:33:19,Pipistrellus nathusii
2018-04-08 19:34:20,Pipistrellus nathusii
2018-04-08 19:34:24,Pipistrellus nathusii
2018-04-08 19:34:26,Pipistrellus nathusii
2018-04-08 19:34:56,Pipistrellus nathusii
2018-04-08 19:35:41,Pipistrellus nathusii
2018-04-08 19:36:30,Pipistrellus nathusii
2018-04-08 19:38:16,Pipistrellus nathusii
2018-04-08 19:39:11,Pipistrellus nathusii
2018-04-17 19:22:53,Pipistrellus nathusii
2018-04-17 19:22:57,Pipistrellus nathusii
2018-04-17 19:24:13,Pipistrellus nathusii
2018-04-17 19:24:22,Pipistrellus nathusii
2018-04-17 19:25:35,Pipistrellus nathusii
2018-04-17 19:25:59,Pipistrellus nathusii
2018-05-04 20:24:58,Pipistrellus nathusii
2018-05-08 20:32:58,Pipistrellus nathusii
2018-05-08 20:33:05,Pipistrellus nathusii
2018-05-08 20:33:19,Pipistrellus nathusii
2018-05-08 20:33:27,Pipistrellus nathusii
2018-08-29 03:18:01,Pipistrellus nathusii
2018-08-29 03:18:44,Pipistrellus nathusii
2018-08-29 03:20:27,Pipistrellus nathusii
2018-08-29 03:22:25,Pipistrellus nathusii
2018-08-29 05:57:40,Pipistrellus nathusii
2018-08-29 05:57:52,Pipistrellus nathusii
2018-08-29 19:10:56,Pipistrellus nathusii
2018-08-29 19:20:34,Pipistrellus nathusii
2018-08-29 19:20:36,Pipistrellus nathusii
2018-09-03 02:39:17,Pipistrellus nathusii
2018-09-04 18:51:02,Pipistrellus nathusii
2018-09-04 18:51:55,Pipistrellus nathusii
2018-09-12 23:56:54,Pipistrellus nathusii
2018-09-12 23:59:54,Pipistrellus nathusii
2018-09-13 00:01:01,Pipistrellus nathusii
2018-09-13 00:04:08,Pipistrellus nathusii
2018-09-13 00:11:57,Pipistrellus nathusii
2018-09-13 00:38:43,Pipistrellus nathusii
2018-09-13 00:42:48,Pipistrellus nathusii
2018-09-13 00:45:06,Pipistrellus nathusii
2018-09-13 00:50:19,Pipistrellus nathusii
2018-09-13 00:51:15,Pipistrellus nathusii
2018-09-13 00:54:20,Pipistrellus nathusii
2018-09-13 00:54:23,Pipistrellus nathusii
2018-09-13 01:40:44,Pipistrellus nathusii
2018-09-14 04:18:32,Pipistrellus nathusii
2018-09-14 04:18:39,Pipistrellus nathusii
2018-09-14 04:18:41,Pipistrellus nathusii
2018-09-14 04:19:04,Pipistrellus nathusii
2018-09-14 04:19:57,Pipistrellus nathusii
2018-09-14 04:33:10,Pipistrellus nathusii
2018-09-18 19:03:00,Pipistrellus nathusii
2019-03-30 05:00:34,Pipistrellus nathusii
2019-03-30 05:00:37,Pipistrellus nathusii
2019-03-30 05:00:42,Pipistrellus nathusii
2019-03-30 05:00:46,Pipistrellus nathusii
2019-03-30 05:00:49,Pipistrellus nathusii
2019-04-17 19:19:52,Pipistrellus nathusii
2019-04-25 03:11:06,Pipistrellus nathusii
2019-05-01 07:38:07,Pipistrellus nathusii
2019-05-01 07:38:17,Pipistrellus nathusii
2019-05-01 07:38:19,Pipistrellus nathusii
2019-05-01 07:38:21,Pipistrellus nathusii
2019-05-01 07:38:24,Pipistrellus nathusii
2019-05-01 07:38:27,Pipistrellus nathusii
2019-05-01 07:38:30,Pipistrellus nathusii
2019-05-01 07:38:33,Pipistrellus nathusii
2019-05-01 07:38:36,Pipistrellus nathusii
2019-05-01 07:38:38,Pipistrellus nathusii
2019-05-01 20:08:50,Pipistrellus nathusii
2019-05-01 20:08:53,Pipistrellus nathusii
2019-05-01 20:08:59,Pipistrellus nathusii
2019-05-01 20:09:00,Pipistrellus nathusii
2019-05-01 20:09:06,Pipistrellus nathusii
2019-05-14 01:26:20,Pipistrellus nathusii
2019-08-24 19:32:12,Pipistrellus nathusii
2019-08-24 19:32:14,Pipistrellus nathusii
2019-08-25 19:32:23,Pipistrellus nathusii
2019-08-25 23:20:21,Pipistrellus nathusii
2019-08-26 19:25:54,Pipistrellus nathusii
2019-08-27 01:59:01,Pipistrellus nathusii
2019-08-27 02:14:24,Pipistrellus nathusii
2019-08-27 02:16:24,Pipistrellus nathusii
2019-08-27 02:16:29,Pipistrellus nathusii
2019-08-27 04:10:30,Pipistrellus nathusii
2019-08-27 19:15:19,Pipistrellus nathusii
2019-08-27 19:15:59,Pipistrellus nathusii
2019-08-27 21:44:58,Pipistrellus nathusii
2019-08-27 21:53:10,Pipistrellus nathusii
2019-08-27 21:55:41,Pipistrellus nathusii
2019-08-27 21:59:34,Pipistrellus nathusii
2019-08-27 22:01:46,Pipistrellus nathusii
2019-08-27 22:02:51,Pipistrellus nathusii
2019-08-27 22:04:08,Pipistrellus nathusii
2019-08-27 22:05:07,Pipistrellus nathusii
2019-08-27 22:06:04,Pipistrellus nathusii
2019-08-27 22:07:08,Pipistrellus nathusii
2019-08-27 22:07:11,Pipistrellus nathusii
2019-08-27 22:08:09,Pipistrellus nathusii
2019-08-27 22:11:37,Pipistrellus nathusii
2019-08-27 22:13:33,Pipistrellus nathusii
2019-08-27 22:18:50,Pipistrellus nathusii
2019-08-27 22:20:44,Pipistrellus nathusii
2019-08-27 22:21:41,Pipistrellus nathusii
2019-08-27 22:28:06,Pipistrellus nathusii
2019-08-27 22:29:13,Pipistrellus nathusii
2019-08-27 22:32:20,Pipistrellus nathusii
2019-08-27 22:33:23,Pipistrellus nathusii
2019-08-27 22:34:16,Pipistrellus nathusii
2019-08-27 22:35:50,Pipistrellus nathusii
2019-08-27 22:37:15,Pipistrellus nathusii
2019-08-27 22:37:58,Pipistrellus nathusii
2019-08-27 22:39:19,Pipistrellus nathusii
2019-08-27 22:40:10,Pipistrellus nathusii
2019-08-27 22:40:54,Pipistrellus nathusii
2019-08-27 22:41:39,Pipistrellus nathusii
2019-08-27 22:42:23,Pipistrellus nathusii
2019-08-27 22:43:08,Pipistrellus nathusii
2019-08-27 22:45:49,Pipistrellus nathusii
2019-08-27 22:48:09,Pipistrellus nathusii
2019-08-27 22:49:48,Pipistrellus nathusii
2019-08-27 22:51:05,Pipistrellus nathusii
2019-08-27 22:51:46,Pipistrellus nathusii
2019-08-27 22:52:33,Pipistrellus nathusii
2019-08-27 22:53:22,Pipistrellus nathusii
2019-08-27 22:54:23,Pipistrellus nathusii
2019-08-27 22:55:22,Pipistrellus nathusii
2019-08-27 22:56:07,Pipistrellus nathusii
2019-08-27 22:56:46,Pipistrellus nathusii
2019-08-27 22:58:54,Pipistrellus nathusii
2019-08-27 22:58:57,Pipistrellus nathusii
2019-08-27 22:59:43,Pipistrellus nathusii
2019-08-27 23:00:23,Pipistrellus nathusii
2019-08-27 23:01:09,Pipistrellus nathusii
2019-08-27 23:02:01,Pipistrellus nathusii
2019-08-27 23:02:56,Pipistrellus nathusii
2019-08-27 23:03:43,Pipistrellus nathusii
2019-08-27 23:06:15,Pipistrellus nathusii
2019-08-27 23:07:51,Pipistrellus nathusii
2019-08-27 23:09:47,Pipistrellus nathusii
2019-08-27 23:10:31,Pipistrellus nathusii
2019-08-27 23:10:36,Pipistrellus nathusii
2019-08-27 23:12:28,Pipistrellus nathusii
2019-08-27 23:21:03,Pipistrellus nathusii
2019-08-27 23:21:08,Pipistrellus nathusii
2019-08-27 23:25:21,Pipistrellus nathusii
2019-08-27 23:25:27,Pipistrellus nathusii
2019-08-27 23:26:44,Pipistrellus nathusii
2019-08-27 23:29:32,Pipistrellus nathusii
2019-08-27 23:29:36,Pipistrellus nathusii
2019-08-27 23:29:42,Pipistrellus nathusii
2019-08-27 23:29:46,Pipistrellus nathusii
2019-08-27 23:29:52,Pipistrellus nathusii
2019-08-28 00:04:53,Pipistrellus nathusii
2019-08-28 00:05:05,Pipistrellus nathusii
2019-08-28 00:08:43,Pipistrellus nathusii
2019-08-28 00:10:28,Pipistrellus nathusii
2019-08-28 00:10:33,Pipistrellus nathusii
2019-08-28 00:10:56,Pipistrellus nathusii
2019-09-10 00:21:39,Pipistrellus nathusii
2019-09-10 00:22:58,Pipistrellus nathusii
2019-09-10 00:26:31,Pipistrellus nathusii
2019-09-11 18:52:26,Pipistrellus nathusii
2019-09-12 07:21:38,Pipistrellus nathusii
2019-09-12 07:21:40,Pipistrellus nathusii
2019-09-12 07:21:51,Pipistrellus nathusii
2019-09-12 18:56:18,Pipistrellus nathusii
2019-09-14 18:40:27,Pipistrellus nathusii
2019-09-14 18:41:13,Pipistrellus nathusii
2019-09-19 19:01:26,Pipistrellus nathusii
2019-09-19 19:01:44,Pipistrellus nathusii
2019-09-19 19:01:54,Pipistrellus nathusii
2019-09-19 19:01:59,Pipistrellus nathusii
2019-09-19 19:02:14,Pipistrellus nathusii
2019-09-19 19:21:25,Pipistrellus nathusii
2019-09-19 19:21:31,Pipistrellus nathusii
2019-09-19 19:21:37,Pipistrellus nathusii
2019-09-19 19:22:45,Pipistrellus nathusii
2019-09-19 19:25:23,Pipistrellus nathusii
2019-09-19 19:31:29,Pipistrellus nathusii
2019-09-19 19:31:41,Pipistrellus nathusii
2019-09-19 19:31:52,Pipistrellus nathusii
2019-09-19 19:34:31,Pipistrellus nathusii
2019-09-19 19:43:01,Pipistrellus nathusii
2019-09-19 19:43:06,Pipistrellus nathusii
2019-09-19 20:19:22,Pipistrellus nathusii
2019-09-19 20:19:25,Pipistrellus nathusii
2019-09-19 20:21:10,Pipistrellus nathusii
2019-09-19 20:21:23,Pipistrellus nathusii
2019-09-19 20:21:29,Pipistrellus nathusii
2019-09-19 20:21:36,Pipistrellus nathusii
2019-09-19 20:22:13,Pipistrellus nathusii
2019-09-19 20:22:16,Pipistrellus nathusii
2019-09-19 20:22:30,Pipistrellus nathusii
2019-09-19 20:22:37,Pipistrellus nathusii
2019-09-19 20:22:52,Pipistrellus nathusii
2019-09-19 20:23:04,Pipistrellus nathusii
2019-09-19 20:23:11,Pipistrellus nathusii
2019-09-19 20:23:18,Pipistrellus nathusii
2019-09-19 20:23:25,Pipistrellus nathusii
2019-09-19 20:23:36,Pipistrellus nathusii
2019-09-19 20:23:38,Pipistrellus nathusii
2019-09-19 20:23:50,Pipistrellus nathusii
2019-09-19 20:23:57,Pipistrellus nathusii
2019-09-19 20:24:02,Pipistrellus nathusii
2019-09-19 20:24:26,Pipistrellus nathusii
2019-09-19 20:24:47,Pipistrellus nathusii
2019-09-19 20:24:57,Pipistrellus nathusii
2019-09-19 20:25:29,Pipistrellus nathusii
2019-09-19 20:25:32,Pipistrellus nathusii
2019-09-19 20:31:09,Pipistrellus nathusii
2019-09-19 20:31:54,Pipistrellus nathusii
2019-09-19 20:32:04,Pipistrellus nathusii
2019-09-19 20:37:04,Pipistrellus nathusii
2019-09-19 20:37:41,Pipistrellus nathusii
2019-09-19 20:37:50,Pipistrellus nathusii
2019-09-19 20:37:59,Pipistrellus nathusii
2019-09-19 20:38:25,Pipistrellus nathusii
2019-09-19 20:38:33,Pipistrellus nathusii
2019-09-19 20:40:06,Pipistrellus nathusii
2019-09-19 20:40:10,Pipistrellus nathusii
2019-09-19 20:41:57,Pipistrellus nathusii
2019-09-19 21:10:03,Pipistrellus nathusii
2019-09-19 21:10:45,Pipistrellus nathusii
2019-09-19 21:10:48,Pipistrellus nathusii
2019-09-19 21:10:52,Pipistrellus nathusii
2019-09-19 21:10:54,Pipistrellus nathusii
2019-09-19 21:11:25,Pipistrellus nathusii
2019-09-19 21:12:33,Pipistrellus nathusii
2019-09-23 02:01:16,Pipistrellus nathusii
2019-09-23 02:01:22,Pipistrellus nathusii
2019-09-23 02:32:10,Pipistrellus nathusii
2019-09-23 02:32:16,Pipistrellus nathusii
2019-09-23 02:32:20,Pipistrellus nathusii
2019-09-23 02:32:25,Pipistrellus nathusii
2019-09-23 02:32:34,Pipistrellus nathusii
2019-09-23 02:35:22,Pipistrellus nathusii
2019-09-23 02:35:47,Pipistrellus nathusii
2019-09-23 02:35:52,Pipistrellus nathusii
2019-09-23 02:35:58,Pipistrellus nathusii
2019-09-23 04:07:12,Pipistrellus nathusii
2019-09-23 04:07:18,Pipistrellus nathusii
2019-09-23 04:24:21,Pipistrellus nathusii
2019-09-23 04:30:15,Pipistrellus nathusii
2019-09-23 04:30:18,Pipistrellus nathusii
2019-09-23 04:30:28,Pipistrellus nathusii
2019-09-23 04:32:05,Pipistrellus nathusii
2019-09-23 04:34:07,Pipistrellus nathusii
2019-09-23 04:34:44,Pipistrellus nathusii
2019-09-23 04:34:47,Pipistrellus nathusii
2019-09-24 00:00:25,Pipistrellus nathusii
2019-09-24 00:01:13,Pipistrellus nathusii
2019-09-24 00:02:23,Pipistrellus nathusii
2019-09-24 00:02:27,Pipistrellus nathusii
2019-09-24 00:02:53,Pipistrellus nathusii
2019-09-24 02:13:48,Pipistrellus nathusii
2019-09-24 18:51:04,Pipistrellus nathusii
2019-09-25 02:42:12,Pipistrellus nathusii
2019-09-25 02:43:57,Pipistrellus nathusii
2019-09-25 02:44:00,Pipistrellus nathusii
2019-09-29 18:08:21,Pipistrellus nathusii
2019-10-03 17:50:00,Pipistrellus nathusii
2019-10-03 17:50:26,Pipistrellus nathusii
2019-10-03 17:51:14,Pipistrellus nathusii
2019-10-03 17:51:23,Pipistrellus nathusii
2019-10-07 17:43:23,Pipistrellus nathusii
2019-10-07 17:43:32,Pipistrellus nathusii
2019-10-14 21:27:02,Pipistrellus nathusii
2019-10-14 21:29:39,Pipistrellus nathusii
2019-10-14 21:33:25,Pipistrellus nathusii
2019-10-14 21:33:33,Pipistrellus nathusii
2019-10-15 00:41:28,Pipistrellus nathusii
2019-10-21 23:14:53,Pipistrellus nathusii
2019-10-21 23:15:04,Pipistrellus nathusii
2019-10-21 23:15:24,Pipistrellus nathusii
2019-10-21 23:15:30,Pipistrellus nathusii
2019-10-21 23:21:52,Pipistrellus nathusii
2019-10-21 23:22:40,Pipistrellus nathusii
2019-10-21 23:22:45,Pipistrellus nathusii
2019-10-21 23:23:07,Pipistrellus nathusii
2019-10-21 23:23:21,Pipistrellus nathusii
2019-10-21 23:23:38,Pipistrellus nathusii
2019-10-21 23:23:42,Pipistrellus nathusii
2019-10-21 23:23:49,Pipistrellus nathusii
2019-10-21 23:23:53,Pipistrellus nathusii
2019-10-21 23:24:16,Pipistrellus nathusii
2019-10-21 23:24:45,Pipistrellus nathusii
2019-10-21 23:24:49,Pipistrellus nathusii
2019-10-21 23:24:57,Pipistrellus nathusii
2019-10-22 20:29:15,Pipistrellus nathusii
2019-10-22 20:29:18,Pipistrellus nathusii
2019-10-23 21:18:18,Pipistrellus nathusii
2019-10-23 21:20:44,Pipistrellus nathusii
2019-10-23 21:22:50,Pipistrellus nathusii
2019-10-23 21:24:14,Pipistrellus nathusii
2019-10-23 21:25:48,Pipistrellus nathusii
2019-10-23 21:27:36,Pipistrellus nathusii
2019-10-23 21:32:22,Pipistrellus nathusii
2019-10-23 21:36:09,Pipistrellus nathusii
2019-10-23 21:37:54,Pipistrellus nathusii
2019-10-23 21:39:04,Pipistrellus nathusii
2019-10-23 21:42:15,Pipistrellus nathusii
2019-10-23 21:43:24,Pipistrellus nathusii
2019-10-23 21:44:48,Pipistrellus nathusii
2019-10-23 21:46:07,Pipistrellus nathusii
2019-10-23 21:47:58,Pipistrellus nathusii
2019-10-23 21:50:22,Pipistrellus nathusii
2019-10-23 21:51:32,Pipistrellus nathusii
2019-11-01 20:00:04,Pipistrellus nathusii
2019-11-05 04:39:20,Pipistrellus nathusii
2019-11-05 04:42:49,Pipistrellus nathusii
2019-11-05 04:44:18,Pipistrellus nathusii
2019-11-07 01:44:36,Pipistrellus nathusii
2019-11-07 02:10:07,Pipistrellus nathusii
2019-11-07 02:11:26,Pipistrellus nathusii
2019-11-07 02:11:30,Pipistrellus nathusii
2019-11-07 02:14:16,Pipistrellus nathusii
2019-11-07 02:15:06,Pipistrellus nathusii
2019-11-07 02:17:33,Pipistrellus nathusii
2019-11-07 02:17:36,Pipistrellus nathusii
2019-11-07 02:19:33,Pipistrellus nathusii
2019-11-07 02:21:39,Pipistrellus nathusii
2019-11-07 02:22:32,Pipistrellus nathusii
2019-11-07 02:34:22,Pipistrellus nathusii
2019-11-07 02:35:45,Pipistrellus nathusii
2019-11-07 02:37:17,Pipistrellus nathusii
2019-11-07 02:41:09,Pipistrellus nathusii
2019-11-07 02:42:22,Pipistrellus nathusii
2019-11-07 02:43:44,Pipistrellus nathusii
2019-11-07 02:43:49,Pipistrellus nathusii
2019-11-07 03:11:41,Pipistrellus nathusii
2019-11-07 03:18:45,Pipistrellus nathusii
2019-11-07 03:20:41,Pipistrellus nathusii
2019-11-07 03:48:35,Pipistrellus nathusii
2019-11-07 03:58:55,Pipistrellus nathusii
2020-03-16 02:02:41,Pipistrellus nathusii
2020-03-16 02:03:07,Pipistrellus nathusii
2020-03-16 02:03:24,Pipistrellus nathusii
2020-03-16 02:03:33,Pipistrellus nathusii
2020-03-16 02:03:53,Pipistrellus nathusii
2020-03-16 02:03:55,Pipistrellus nathusii
2020-03-16 02:04:01,Pipistrellus nathusii
2020-03-16 02:04:32,Pipistrellus nathusii
2020-03-16 02:04:34,Pipistrellus nathusii
2020-03-16 02:04:51,Pipistrellus nathusii
2020-03-16 02:04:57,Pipistrellus nathusii
2020-03-16 02:05:07,Pipistrellus nathusii
2020-03-16 02:05:13,Pipistrellus nathusii
2020-03-16 02:05:27,Pipistrellus nathusii
2020-03-16 02:05:39,Pipistrellus nathusii
2020-03-16 02:05:49,Pipistrellus nathusii
2020-03-16 02:06:10,Pipistrellus nathusii
2020-03-16 02:06:37,Pipistrellus nathusii
2020-03-16 02:06:50,Pipistrellus nathusii
2020-03-16 02:07:04,Pipistrellus nathusii
2020-03-16 02:07:16,Pipistrellus nathusii
2020-03-16 02:07:22,Pipistrellus nathusii
2020-03-16 02:07:32,Pipistrellus nathusii
2020-03-16 02:07:53,Pipistrellus nathusii
2020-03-16 02:08:19,Pipistrellus nathusii
2020-03-16 02:08:34,Pipistrellus nathusii
2020-03-16 02:10:02,Pipistrellus nathusii
2020-03-16 02:10:21,Pipistrellus nathusii
2020-03-16 02:10:30,Pipistrellus nathusii
2020-03-16 02:10:38,Pipistrellus nathusii
2020-03-16 02:10:41,Pipistrellus nathusii
2020-03-16 02:10:54,Pipistrellus nathusii
2020-03-16 02:13:33,Pipistrellus nathusii
2020-03-16 02:13:40,Pipistrellus nathusii
2020-03-16 02:13:44,Pipistrellus nathusii
2020-03-16 02:13:48,Pipistrellus nathusii
2020-03-16 02:13:56,Pipistrellus nathusii
2020-03-16 02:14:04,Pipistrellus nathusii
2020-03-16 02:14:08,Pipistrellus nathusii
2020-03-16 02:14:25,Pipistrellus nathusii
2020-03-16 02:14:30,Pipistrellus nathusii
2020-03-16 02:14:39,Pipistrellus nathusii
2020-03-16 02:14:42,Pipistrellus nathusii
2020-03-16 02:14:48,Pipistrellus nathusii
2020-03-16 02:14:56,Pipistrellus nathusii
2020-03-16 02:15:04,Pipistrellus nathusii
2020-03-16 02:15:09,Pipistrellus nathusii
2020-03-16 02:15:16,Pipistrellus nathusii
2020-03-16 02:15:20,Pipistrellus nathusii
2020-03-16 02:15:30,Pipistrellus nathusii
2020-03-16 02:15:35,Pipistrellus nathusii
2020-03-16 02:15:37,Pipistrellus nathusii
2020-03-16 02:15:40,Pipistrellus nathusii
2020-03-16 02:15:44,Pipistrellus nathusii
2020-03-16 02:15:49,Pipistrellus nathusii
2020-03-16 02:15:54,Pipistrellus nathusii
2020-03-16 02:16:00,Pipistrellus nathusii
2020-03-16 02:16:07,Pipistrellus nathusii
2020-03-16 02:16:16,Pipistrellus nathusii
2020-03-16 02:16:32,Pipistrellus nathusii
2020-03-16 02:16:34,Pipistrellus nathusii
2020-03-16 02:16:46,Pipistrellus nathusii
2020-03-16 02:17:00,Pipistrellus nathusii
2020-03-16 02:17:03,Pipistrellus nathusii
2020-03-16 02:17:08,Pipistrellus nathusii
2020-03-16 02:17:19,Pipistrellus nathusii
2020-03-16 02:17:26,Pipistrellus nathusii
2020-03-16 02:17:30,Pipistrellus nathusii
2020-03-16 02:17:36,Pipistrellus nathusii
2020-03-16 02:17:39,Pipistrellus nathusii
2020-03-16 02:17:54,Pipistrellus nathusii
2020-03-16 02:17:59,Pipistrellus nathusii
2020-03-16 02:18:12,Pipistrellus nathusii
2020-03-16 02:18:14,Pipistrellus nathusii
2020-03-16 02:18:21,Pipistrellus nathusii
2020-03-16 02:18:23,Pipistrellus nathusii
2020-03-16 02:18:29,Pipistrellus nathusii
2020-03-16 02:18:33,Pipistrellus nathusii
2020-03-16 02:18:44,Pipistrellus nathusii
2020-03-16 02:19:00,Pipistrellus nathusii
2020-03-16 02:19:03,Pipistrellus nathusii
2020-03-16 02:19:10,Pipistrellus nathusii
2020-03-16 02:19:22,Pipistrellus nathusii
2020-03-16 02:19:23,Pipistrellus nathusii
2020-03-16 02:19:31,Pipistrellus nathusii
2020-03-16 02:19:36,Pipistrellus nathusii
2020-04-05 02:56:35,Pipistrellus nathusii
2020-04-27 04:13:43,Pipistrellus nathusii
2020-04-27 04:13:52,Pipistrellus nathusii
2020-05-22 02:29:42,Pipistrellus nathusii
2020-05-22 02:30:59,Pipistrellus nathusii
2020-05-22 02:31:01,Pipistrellus nathusii
2020-05-22 02:32:23,Pipistrellus nathusii
2020-08-10 20:48:33,Pipistrellus pipistrellus
2020-09-02 07:58:36,Pipistrellus nathusii
2020-09-02 07:59:24,Pipistrellus nathusii
2020-09-02 07:59:27,Pipistrellus nathusii
2020-09-02 07:59:30,Pipistrellus nathusii
2020-09-02 08:03:20,Pipistrellus nathusii
2020-09-15 09:37:15,Pipistrellus nathusii
2020-09-15 09:37:28,Pipistrellus nathusii
2020-09-15 09:37:32,Pipistrellus nathusii
2020-09-21 23:45:11,Pipistrellus nathusii
2020-09-21 23:45:24,Pipistrellus nathusii
2020-09-21 23:45:56,Pipistrellus nathusii
2020-09-21 23:46:00,Pipistrellus nathusii
2020-09-21 23:46:36,Pipistrellus nathusii
2020-09-21 23:46:55,Pipistrellus nathusii
2020-10-16 19:31:29,Pipistrellus nathusii
2020-10-16 19:31:33,Pipistrellus nathusii
2020-11-09 19:52:54,Pipistrellus nathusii
